analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-8633	ukb-b-8633	Main speciality of consultant (recoded): Gastroenterology			/local-scratch/data/opengwas/igd/ukb-b-8633/ukb-b-8633.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461504				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8637	ukb-b-8637	Non-cancer illness code, self-reported: retinal detachment			/local-scratch/data/opengwas/igd/ukb-b-8637/ukb-b-8637.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8648	ukb-b-8648	Operative procedures - secondary OPCS: X33.9 Unspecified other blood transfusion			/local-scratch/data/opengwas/igd/ukb-b-8648/ukb-b-8648.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8650	ukb-b-8650	Non-cancer illness code, self-reported: angina			/local-scratch/data/opengwas/igd/ukb-b-8650/ukb-b-8650.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8659	ukb-b-8659	Type of yogurt eaten: Full fat yogurt consumers			/local-scratch/data/opengwas/igd/ukb-b-8659/ukb-b-8659.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8667	ukb-b-8667	Treatment speciality of consultant (recoded): Trauma & orthopaedics			/local-scratch/data/opengwas/igd/ukb-b-8667/ukb-b-8667.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	448516				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8668	ukb-b-8668	Treatment/medication code: doxazosin			/local-scratch/data/opengwas/igd/ukb-b-8668/ukb-b-8668.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8670	ukb-b-8670	PCT responsible for patient data: KNOWSLEY PCT			/local-scratch/data/opengwas/igd/ukb-b-8670/ukb-b-8670.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8676	ukb-b-8676	Stewed fruit intake			/local-scratch/data/opengwas/igd/ukb-b-8676/ukb-b-8676.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64942				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-868	ukb-b-868	Operative procedures - secondary OPCS: Z49.1 Skin of breast			/local-scratch/data/opengwas/igd/ukb-b-868/ukb-b-868.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8685	ukb-b-8685	Diagnoses - secondary ICD10: N85.8 Other specified noninflammatory disorders of uterus			/local-scratch/data/opengwas/igd/ukb-b-8685/ukb-b-8685.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8687	ukb-b-8687	PCT responsible for patient data: DERBY CITY PCT			/local-scratch/data/opengwas/igd/ukb-b-8687/ukb-b-8687.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8694	ukb-b-8694	PCT responsible for patient data: CALDERDALE PCT			/local-scratch/data/opengwas/igd/ukb-b-8694/ukb-b-8694.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8699	ukb-b-8699	PCT where patients GP was registered: CENTRAL MANCHESTER PCT			/local-scratch/data/opengwas/igd/ukb-b-8699/ukb-b-8699.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8703	ukb-b-8703	PCT where patients GP was registered: WINDSOR, ASCOT AND MAIDENHEAD PCT			/local-scratch/data/opengwas/igd/ukb-b-8703/ukb-b-8703.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8707	ukb-b-8707	Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection			/local-scratch/data/opengwas/igd/ukb-b-8707/ukb-b-8707.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8714	ukb-b-8714	Vascular/heart problems diagnosed by doctor: Stroke			/local-scratch/data/opengwas/igd/ukb-b-8714/ukb-b-8714.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461880				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-872	ukb-b-872	Operation code: transurethral resection of prostate (turp)			/local-scratch/data/opengwas/igd/ukb-b-872/ukb-b-872.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8720	ukb-b-8720	Non-cancer illness code, self-reported: pernicious anaemia			/local-scratch/data/opengwas/igd/ukb-b-8720/ukb-b-8720.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8724	ukb-b-8724	Operative procedures - secondary OPCS: Y82.8 Other specified local anaesthetic			/local-scratch/data/opengwas/igd/ukb-b-8724/ukb-b-8724.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8727	ukb-b-8727	Age at last live birth			/local-scratch/data/opengwas/igd/ukb-b-8727/ukb-b-8727.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	170248				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-873	ukb-b-873	Fractured bone site(s): Spine			/local-scratch/data/opengwas/igd/ukb-b-873/ukb-b-873.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460340				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8746	ukb-b-8746	Illnesses of siblings: High blood pressure			/local-scratch/data/opengwas/igd/ukb-b-8746/ukb-b-8746.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	364661				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8755	ukb-b-8755	Treatment/medication code: aspirin			/local-scratch/data/opengwas/igd/ukb-b-8755/ukb-b-8755.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8759	ukb-b-8759	Crispbread intake			/local-scratch/data/opengwas/igd/ukb-b-8759/ukb-b-8759.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8764	ukb-b-8764	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)			/local-scratch/data/opengwas/igd/ukb-b-8764/ukb-b-8764.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460376				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8765	ukb-b-8765	Other grain intake			/local-scratch/data/opengwas/igd/ukb-b-8765/ukb-b-8765.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8777	ukb-b-8777	Cancer code, self-reported: cervical cancer			/local-scratch/data/opengwas/igd/ukb-b-8777/ukb-b-8777.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8778	ukb-b-8778	Pulse wave peak to peak time			/local-scratch/data/opengwas/igd/ukb-b-8778/ukb-b-8778.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	151466				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8792	ukb-b-8792	Operative procedures - main OPCS: H48.2 Excision of skin tag of anus			/local-scratch/data/opengwas/igd/ukb-b-8792/ukb-b-8792.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8793	ukb-b-8793	Squash intake			/local-scratch/data/opengwas/igd/ukb-b-8793/ukb-b-8793.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8797	ukb-b-8797	PCT responsible for patient data: SOLIHULL CARE TRUST			/local-scratch/data/opengwas/igd/ukb-b-8797/ukb-b-8797.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8798	ukb-b-8798	Operative procedures - secondary OPCS: Y53.4 Approach to organ under fluoroscopic control			/local-scratch/data/opengwas/igd/ukb-b-8798/ukb-b-8798.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8800	ukb-b-8800	Interpolated Year when cancer first diagnosed			/local-scratch/data/opengwas/igd/ukb-b-8800/ukb-b-8800.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	39107				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8810	ukb-b-8810	Current employment status: Doing unpaid or voluntary work			/local-scratch/data/opengwas/igd/ukb-b-8810/ukb-b-8810.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461242				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8814	ukb-b-8814	Diagnoses - main ICD10: N39.0 Urinary tract infection, site not specified			/local-scratch/data/opengwas/igd/ukb-b-8814/ukb-b-8814.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8837	ukb-b-8837	Cancer code, self-reported: basal cell carcinoma			/local-scratch/data/opengwas/igd/ukb-b-8837/ukb-b-8837.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8838	ukb-b-8838	PCT responsible for patient data: CENTRAL AND EASTERN CHESHIRE PCT			/local-scratch/data/opengwas/igd/ukb-b-8838/ukb-b-8838.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8842	ukb-b-8842	PCT where patients GP was registered: SOLIHULL PCT			/local-scratch/data/opengwas/igd/ukb-b-8842/ukb-b-8842.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8846	ukb-b-8846	Methods of admission to hospital (recoded): Elective admission: Booked			/local-scratch/data/opengwas/igd/ukb-b-8846/ukb-b-8846.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462717				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8848	ukb-b-8848	Diagnoses - main ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene			/local-scratch/data/opengwas/igd/ukb-b-8848/ukb-b-8848.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8855	ukb-b-8855	Diagnoses - secondary ICD10: I95.9 Hypotension, unspecified			/local-scratch/data/opengwas/igd/ukb-b-8855/ukb-b-8855.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8865	ukb-b-8865	Time spent doing light physical activity			/local-scratch/data/opengwas/igd/ukb-b-8865/ukb-b-8865.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8875	ukb-b-8875	Heel bone mineral density (BMD)			/local-scratch/data/opengwas/igd/ukb-b-8875/ukb-b-8875.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	265627				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8877	ukb-b-8877	Diagnoses - secondary ICD10: B96.2 Escherichia coli [E. coli] as the cause of diseases classified to other chapters			/local-scratch/data/opengwas/igd/ukb-b-8877/ukb-b-8877.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8882	ukb-b-8882	Astigmatism angle (right)			/local-scratch/data/opengwas/igd/ukb-b-8882/ukb-b-8882.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	99380				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8887	ukb-b-8887	Berry intake			/local-scratch/data/opengwas/igd/ukb-b-8887/ukb-b-8887.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8888	ukb-b-8888	Medication for pain relief, constipation, heartburn: Ibuprofen (e.g. Nurofen)			/local-scratch/data/opengwas/igd/ukb-b-8888/ukb-b-8888.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	457547				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8893	ukb-b-8893	Manic/hyper symptoms: I was more talkative than usual			/local-scratch/data/opengwas/igd/ukb-b-8893/ukb-b-8893.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	31317				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8902	ukb-b-8902	Type of sliced bread eaten: wholemeal			/local-scratch/data/opengwas/igd/ukb-b-8902/ukb-b-8902.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8906	ukb-b-8906	Knee pain for 3+ months			/local-scratch/data/opengwas/igd/ukb-b-8906/ukb-b-8906.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	97889				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8909	ukb-b-8909	Body fat percentage			/local-scratch/data/opengwas/igd/ukb-b-8909/ukb-b-8909.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	454633				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8917	ukb-b-8917	Other cereal intake			/local-scratch/data/opengwas/igd/ukb-b-8917/ukb-b-8917.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8929	ukb-b-8929	Interpolated Age of participant when non-cancer illness first diagnosed			/local-scratch/data/opengwas/igd/ukb-b-8929/ukb-b-8929.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	342336				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8938	ukb-b-8938	Main speciality of consultant (recoded): Plastic surgery			/local-scratch/data/opengwas/igd/ukb-b-8938/ukb-b-8938.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461218				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8951	ukb-b-8951	Calcium			/local-scratch/data/opengwas/igd/ukb-b-8951/ukb-b-8951.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64979				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8961	ukb-b-8961	Non-cancer illness code, self-reported: chronic fatigue syndrome			/local-scratch/data/opengwas/igd/ukb-b-8961/ukb-b-8961.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-898	ukb-b-898	Operative procedures - main OPCS: W37.1 Primary total prosthetic replacement of hip joint using cement			/local-scratch/data/opengwas/igd/ukb-b-898/ukb-b-898.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8988	ukb-b-8988	Diagnoses - main ICD10: K80.1 Calculus of gallbladder with other cholecystitis			/local-scratch/data/opengwas/igd/ukb-b-8988/ukb-b-8988.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9	ukb-b-9	PCT responsible for patient data: KIRKLEES PCT			/local-scratch/data/opengwas/igd/ukb-b-9/ukb-b-9.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9019	ukb-b-9019	Diagnoses - secondary ICD10: Z53.0 Procedure not carried out because of contraindication			/local-scratch/data/opengwas/igd/ukb-b-9019/ukb-b-9019.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9025	ukb-b-9025	Type of fat/oil used in cooking: Polyunsaturated margarine			/local-scratch/data/opengwas/igd/ukb-b-9025/ukb-b-9025.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9029	ukb-b-9029	Thickness of butter/margarine spread on bread rolls: thin			/local-scratch/data/opengwas/igd/ukb-b-9029/ukb-b-9029.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9038	ukb-b-9038	Main speciality of consultant (recoded): Ophthalmology			/local-scratch/data/opengwas/igd/ukb-b-9038/ukb-b-9038.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461230				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9039	ukb-b-9039	Non-cancer illness code, self-reported: allergy/hypersensitivity/anaphylaxis			/local-scratch/data/opengwas/igd/ukb-b-9039/ukb-b-9039.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9040	ukb-b-9040	Operative procedures - main OPCS: R18.2 Lower uterine segment caesarean delivery NEC			/local-scratch/data/opengwas/igd/ukb-b-9040/ukb-b-9040.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9043	ukb-b-9043	Diagnoses - secondary ICD10: Z53.8 Procedure not carried out for other reasons			/local-scratch/data/opengwas/igd/ukb-b-9043/ukb-b-9043.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9049	ukb-b-9049	Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault of a close relative			/local-scratch/data/opengwas/igd/ukb-b-9049/ukb-b-9049.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	459742				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-905	ukb-b-905	Cauliflower intake			/local-scratch/data/opengwas/igd/ukb-b-905/ukb-b-905.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9050	ukb-b-9050	Eye problems/disorders: Injury or trauma resulting in loss of vision			/local-scratch/data/opengwas/igd/ukb-b-9050/ukb-b-9050.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	150642				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9052	ukb-b-9052	Speech-reception-threshold (SRT) estimate (left)			/local-scratch/data/opengwas/igd/ukb-b-9052/ukb-b-9052.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	146131				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9054	ukb-b-9054	Leg pain in calf/calves			/local-scratch/data/opengwas/igd/ukb-b-9054/ukb-b-9054.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	32862				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9056	ukb-b-9056	Current employment status: Looking after home and/or family			/local-scratch/data/opengwas/igd/ukb-b-9056/ukb-b-9056.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461242				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9058	ukb-b-9058	Non-cancer illness code, self-reported: eye/eyelid problem			/local-scratch/data/opengwas/igd/ukb-b-9058/ukb-b-9058.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9074	ukb-b-9074	Diagnoses - main ICD10: N35.9 Urethral stricture, unspecified			/local-scratch/data/opengwas/igd/ukb-b-9074/ukb-b-9074.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9093	ukb-b-9093	Arm predicted mass (left)			/local-scratch/data/opengwas/igd/ukb-b-9093/ukb-b-9093.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	454655				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9099	ukb-b-9099	3mm cylindrical power (right)			/local-scratch/data/opengwas/igd/ukb-b-9099/ukb-b-9099.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	96007				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9107	ukb-b-9107	Diagnoses - secondary ICD10: C50.9 Breast, unspecified			/local-scratch/data/opengwas/igd/ukb-b-9107/ukb-b-9107.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9125	ukb-b-9125	Non-cancer illness code, self-reported: rheumatoid arthritis			/local-scratch/data/opengwas/igd/ukb-b-9125/ukb-b-9125.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9127	ukb-b-9127	Illnesses of father: Chronic bronchitis/emphysema			/local-scratch/data/opengwas/igd/ukb-b-9127/ukb-b-9127.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	402389				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9130	ukb-b-9130	Pain type(s) experienced in last month: None of the above			/local-scratch/data/opengwas/igd/ukb-b-9130/ukb-b-9130.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461857				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9139	ukb-b-9139	Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia')			/local-scratch/data/opengwas/igd/ukb-b-9139/ukb-b-9139.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460536				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9155	ukb-b-9155	Non-cancer illness code, self-reported: sleep apnoea			/local-scratch/data/opengwas/igd/ukb-b-9155/ukb-b-9155.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-918	ukb-b-918	Type of cancer: ICD10: D06.9 Cervix, unspecified			/local-scratch/data/opengwas/igd/ukb-b-918/ukb-b-918.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9190	ukb-b-9190	Operation code: bunion/hallus valgus surgery			/local-scratch/data/opengwas/igd/ukb-b-9190/ukb-b-9190.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9207	ukb-b-9207	Treatment/medication code: amlodipine			/local-scratch/data/opengwas/igd/ukb-b-9207/ukb-b-9207.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9216	ukb-b-9216	Diagnoses - secondary ICD10: Z53.9 Procedure not carried out, unspecified reason			/local-scratch/data/opengwas/igd/ukb-b-9216/ukb-b-9216.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9224	ukb-b-9224	Treatment/medication code: symbicort 100/6 turbohaler			/local-scratch/data/opengwas/igd/ukb-b-9224/ukb-b-9224.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9242	ukb-b-9242	Operative procedures - main OPCS: K75.1 Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug-eluting stents into coronary artery			/local-scratch/data/opengwas/igd/ukb-b-9242/ukb-b-9242.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9253	ukb-b-9253	Destinations on discharge from hospital (recoded): Transfer within NHS provider			/local-scratch/data/opengwas/igd/ukb-b-9253/ukb-b-9253.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460758				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
