analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-13731	ukb-b-13731	Diagnoses - main ICD10: K22.1 Ulcer of oesophagus			/local-scratch/data/opengwas/igd/ukb-b-13731/ukb-b-13731.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13743	ukb-b-13743	PCT where patients GP was registered: NOT KNOWN			/local-scratch/data/opengwas/igd/ukb-b-13743/ukb-b-13743.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13745	ukb-b-13745	Irritability			/local-scratch/data/opengwas/igd/ukb-b-13745/ukb-b-13745.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	442169				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13764	ukb-b-13764	Long-standing illness, disability or infirmity			/local-scratch/data/opengwas/igd/ukb-b-13764/ukb-b-13764.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	451893				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13770	ukb-b-13770	Diagnoses - secondary ICD10: O70.1 Second degree perineal laceration during delivery			/local-scratch/data/opengwas/igd/ukb-b-13770/ukb-b-13770.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13773	ukb-b-13773	Operative procedures - secondary OPCS: Y84.8 Other specified other anaesthetic			/local-scratch/data/opengwas/igd/ukb-b-13773/ukb-b-13773.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13775	ukb-b-13775	PCT responsible for patient data: TRAFFORD PCT			/local-scratch/data/opengwas/igd/ukb-b-13775/ukb-b-13775.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13782	ukb-b-13782	Diagnoses - secondary ICD10: Z86.7 Personal history of diseases of the circulatory system			/local-scratch/data/opengwas/igd/ukb-b-13782/ukb-b-13782.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13799	ukb-b-13799	Qualifications: Other professional qualifications eg: nursing, teaching			/local-scratch/data/opengwas/igd/ukb-b-13799/ukb-b-13799.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	458079				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13803	ukb-b-13803	Operative procedures - main OPCS: J18.3 Total cholecystectomy NEC			/local-scratch/data/opengwas/igd/ukb-b-13803/ukb-b-13803.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13806	ukb-b-13806	Non-cancer illness code, self-reported: type 2 diabetes			/local-scratch/data/opengwas/igd/ukb-b-13806/ukb-b-13806.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13814	ukb-b-13814	Treatment speciality of consultant (recoded): Ear, nose and throat (ENT)			/local-scratch/data/opengwas/igd/ukb-b-13814/ukb-b-13814.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	445121				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13815	ukb-b-13815	Operation code: ovarian/tubal surgery			/local-scratch/data/opengwas/igd/ukb-b-13815/ukb-b-13815.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13823	ukb-b-13823	Time to complete round			/local-scratch/data/opengwas/igd/ukb-b-13823/ukb-b-13823.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	454157				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13824	ukb-b-13824	Gas or solid-fuel cooking/heating: A gas hob or gas cooker			/local-scratch/data/opengwas/igd/ukb-b-13824/ukb-b-13824.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461398				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13832	ukb-b-13832	Treatment/medication code: co-dydramol			/local-scratch/data/opengwas/igd/ukb-b-13832/ukb-b-13832.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13841	ukb-b-13841	Diagnoses - secondary ICD10: Y83.1 Surgical operation with implant of artificial internal device			/local-scratch/data/opengwas/igd/ukb-b-13841/ukb-b-13841.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13845	ukb-b-13845	Diagnoses - secondary ICD10: R63.4 Abnormal weight loss			/local-scratch/data/opengwas/igd/ukb-b-13845/ukb-b-13845.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1386	ukb-b-1386	Diagnoses - main ICD10: K21.9 Gastro-oesophageal reflux disease without oesophagitis			/local-scratch/data/opengwas/igd/ukb-b-1386/ukb-b-1386.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13864	ukb-b-13864	Operative procedures - secondary OPCS: Z27.6 Ileum			/local-scratch/data/opengwas/igd/ukb-b-13864/ukb-b-13864.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13883	ukb-b-13883	Non-cancer illness code, self-reported: haemorrhoids / piles			/local-scratch/data/opengwas/igd/ukb-b-13883/ukb-b-13883.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13891	ukb-b-13891	Mineral and other dietary supplements: Zinc			/local-scratch/data/opengwas/igd/ukb-b-13891/ukb-b-13891.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461384				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13896	ukb-b-13896	Type of large bap eaten: white			/local-scratch/data/opengwas/igd/ukb-b-13896/ukb-b-13896.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-139	ukb-b-139	Other sweets intake			/local-scratch/data/opengwas/igd/ukb-b-139/ukb-b-139.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1390	ukb-b-1390	PCT responsible for patient data: BRISTOL PCT			/local-scratch/data/opengwas/igd/ukb-b-1390/ukb-b-1390.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13912	ukb-b-13912	PCT where patients GP was registered: HALTON AND ST HELENS PCT			/local-scratch/data/opengwas/igd/ukb-b-13912/ukb-b-13912.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1392	ukb-b-1392	Type of cancer: ICD10: C61 Malignant neoplasm of prostate			/local-scratch/data/opengwas/igd/ukb-b-1392/ukb-b-1392.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13920	ukb-b-13920	Operative procedures - secondary OPCS: Y81.1 Epidural anaesthetic using lumbar approach			/local-scratch/data/opengwas/igd/ukb-b-13920/ukb-b-13920.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13922	ukb-b-13922	Sources of admission to hospital (recoded): Other admission source			/local-scratch/data/opengwas/igd/ukb-b-13922/ukb-b-13922.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461365				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13932	ukb-b-13932	Duration of vigorous activity			/local-scratch/data/opengwas/igd/ukb-b-13932/ukb-b-13932.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	251501				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13936	ukb-b-13936	Ever tried to stop smoking			/local-scratch/data/opengwas/igd/ukb-b-13936/ukb-b-13936.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	35910				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13952	ukb-b-13952	Illnesses of siblings: Chronic bronchitis/emphysema			/local-scratch/data/opengwas/igd/ukb-b-13952/ukb-b-13952.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	361823				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13978	ukb-b-13978	Average monthly intake of other alcoholic drinks			/local-scratch/data/opengwas/igd/ukb-b-13978/ukb-b-13978.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	34317				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13979	ukb-b-13979	Non-cancer illness code, self-reported: fracture lower leg / ankle			/local-scratch/data/opengwas/igd/ukb-b-13979/ukb-b-13979.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13994	ukb-b-13994	PCT where patients GP was registered: NEWCASTLE-UNDER-LYME PCT			/local-scratch/data/opengwas/igd/ukb-b-13994/ukb-b-13994.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-13998	ukb-b-13998	Diagnoses - secondary ICD10: N84.0 Polyp of corpus uteri			/local-scratch/data/opengwas/igd/ukb-b-13998/ukb-b-13998.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14	ukb-b-14	Operative procedures - main OPCS: Q17.1 Endoscopic resection of lesion of uterus			/local-scratch/data/opengwas/igd/ukb-b-14/ukb-b-14.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14017	ukb-b-14017	PCT where patients GP was registered: NORTH TYNESIDE PCT			/local-scratch/data/opengwas/igd/ukb-b-14017/ukb-b-14017.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14027	ukb-b-14027	Non-cancer illness code, self-reported: chickenpox			/local-scratch/data/opengwas/igd/ukb-b-14027/ukb-b-14027.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14037	ukb-b-14037	Treatment/medication code: glucosamine product			/local-scratch/data/opengwas/igd/ukb-b-14037/ukb-b-14037.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14043	ukb-b-14043	Illnesses of siblings: Alzheimer's disease/dementia			/local-scratch/data/opengwas/igd/ukb-b-14043/ukb-b-14043.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	361264				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14050	ukb-b-14050	Why reduced smoking: Financial reasons			/local-scratch/data/opengwas/igd/ukb-b-14050/ukb-b-14050.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	14951				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14057	ukb-b-14057	Non-cancer illness code, self-reported: hypertension			/local-scratch/data/opengwas/igd/ukb-b-14057/ukb-b-14057.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14067	ukb-b-14067	6mm asymmetry angle (left)			/local-scratch/data/opengwas/igd/ukb-b-14067/ukb-b-14067.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	51739				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14068	ukb-b-14068	Impedance of leg (left)			/local-scratch/data/opengwas/igd/ukb-b-14068/ukb-b-14068.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	454857				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14070	ukb-b-14070	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Insulin			/local-scratch/data/opengwas/igd/ukb-b-14070/ukb-b-14070.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	249710				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14080	ukb-b-14080	Current employment status: Unable to work because of sickness or disability			/local-scratch/data/opengwas/igd/ukb-b-14080/ukb-b-14080.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461242				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14085	ukb-b-14085	PCT where patients GP was registered: BERKSHIRE WEST PCT			/local-scratch/data/opengwas/igd/ukb-b-14085/ukb-b-14085.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14086	ukb-b-14086	Diagnoses - main ICD10: N93.8 Other specified abnormal uterine and vaginal bleeding			/local-scratch/data/opengwas/igd/ukb-b-14086/ukb-b-14086.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14108	ukb-b-14108	Type of special diet followed: Other			/local-scratch/data/opengwas/igd/ukb-b-14108/ukb-b-14108.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14116	ukb-b-14116	PCT where patients GP was registered: BATH AND NORTH EAST SOMERSET PCT			/local-scratch/data/opengwas/igd/ukb-b-14116/ukb-b-14116.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14145	ukb-b-14145	Celery intake			/local-scratch/data/opengwas/igd/ukb-b-14145/ukb-b-14145.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14146	ukb-b-14146	Intra-ocular pressure, Goldmann-correlated (right)			/local-scratch/data/opengwas/igd/ukb-b-14146/ukb-b-14146.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	97653				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14147	ukb-b-14147	Risk taking			/local-scratch/data/opengwas/igd/ukb-b-14147/ukb-b-14147.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	446279				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14148	ukb-b-14148	Operative procedures - secondary OPCS: Y80.1 Inhalation anaesthetic using muscle relaxant			/local-scratch/data/opengwas/igd/ukb-b-14148/ukb-b-14148.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14149	ukb-b-14149	Able to walk or cycle unaided for 10 minutes			/local-scratch/data/opengwas/igd/ukb-b-14149/ukb-b-14149.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	69537				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14157	ukb-b-14157	Operative procedures - main OPCS: W28.3 Removal of internal fixation from bone NEC			/local-scratch/data/opengwas/igd/ukb-b-14157/ukb-b-14157.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14162	ukb-b-14162	PCT where patients GP was registered: KIRKLEES PCT			/local-scratch/data/opengwas/igd/ukb-b-14162/ukb-b-14162.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14166	ukb-b-14166	Battered fish intake			/local-scratch/data/opengwas/igd/ukb-b-14166/ukb-b-14166.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64944				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14171	ukb-b-14171	Cottage cheese intake			/local-scratch/data/opengwas/igd/ukb-b-14171/ukb-b-14171.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14177	ukb-b-14177	Vascular/heart problems diagnosed by doctor: High blood pressure			/local-scratch/data/opengwas/igd/ukb-b-14177/ukb-b-14177.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461880				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14179	ukb-b-14179	Lamb/mutton intake			/local-scratch/data/opengwas/igd/ukb-b-14179/ukb-b-14179.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460006				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1418	ukb-b-1418	Diagnoses - main ICD10: M75.4 Impingement syndrome of shoulder			/local-scratch/data/opengwas/igd/ukb-b-1418/ukb-b-1418.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
