analysis_index	analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
423	GCST90202478	GCST90202478	1-stearoyl-2-oleoyl-gpc (18:0/18:1) levels	1-stearoyl-2-oleoyl-GPC (18:0/18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800389	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202478_GCST90202478.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202478/harmonised/GCST90202478.h.tsv.gz		GCST90202478_GCST90202478.filtered.tsv.gz	267379442c399936f80abf8431dc2f00d929e089d5f8462b4f329e269f25297e	sha256	201058	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.96366882397997	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
424	GCST90202479	GCST90202479	Linoleoyl ethanolamide levels	linoleoyl ethanolamide measurement	http://www.ebi.ac.uk/efo/EFO_0800387	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202479_GCST90202479.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202479/harmonised/GCST90202479.h.tsv.gz		GCST90202479_GCST90202479.filtered.tsv.gz	304551a7c3bf861c973e3d3ec1db066c00fc6195b4d6d0bf67d3d5da9d460103	sha256	161502	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	1.01436675975337	estimated_from_source_maf	sd	total	analysis_level	100	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
425	GCST90202480	GCST90202480	Oleate/vaccenate (18:1) levels	vaccenate (18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800397	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202480_GCST90202480.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202480/harmonised/GCST90202480.h.tsv.gz		GCST90202480_GCST90202480.filtered.tsv.gz	09ff7d891ce4297f9bbc5f1f79b40e62677a6242b9c86e553ca7dbe0dab29abd	sha256	218297	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.982449320232177	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
426	GCST90202481	GCST90202481	2-hydroxybutyrate/2-hydroxyisobutyrate levels	2-hydroxyisobutyrate measurement	http://www.ebi.ac.uk/efo/EFO_0010979	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202481_GCST90202481.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202481/harmonised/GCST90202481.h.tsv.gz		GCST90202481_GCST90202481.filtered.tsv.gz	5536c4e81b7e41d64e5edbfd226dccc21e94081a89f059d4ebde765b89b93822	sha256	223835	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.989274908552602	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
427	GCST90202482	GCST90202482	1-palmitoyl-2-arachidonoyl-gpc (16:0/20:4n6) levels	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6) measurement	http://www.ebi.ac.uk/efo/EFO_0800390	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202482_GCST90202482.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202482/harmonised/GCST90202482.h.tsv.gz		GCST90202482_GCST90202482.filtered.tsv.gz	173dc191930edd005af91f9b29e25778ef7474fbfc365c73983f71c51c2b8e50	sha256	201432	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.977812891093053	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
428	GCST90202483	GCST90202483	Palmitoyl dihydrosphingomyelin (d18:0/16:0) levels	palmitoyl dihydrosphingomyelin (d18:0/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800400	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202483_GCST90202483.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202483/harmonised/GCST90202483.h.tsv.gz		GCST90202483_GCST90202483.filtered.tsv.gz	28aed5427c210692be10a6970e9b183f984ac957098652bb8d0ba81092f27673	sha256	159431	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.926271457720179	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
429	GCST90202484	GCST90202484	Glycochenodeoxycholate 3-sulfate levels	glycochenodeoxycholate 3-sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800384	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202484_GCST90202484.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202484/harmonised/GCST90202484.h.tsv.gz		GCST90202484_GCST90202484.filtered.tsv.gz	1e75df9e6fded59186e00dca88441579773d97186f5ff3853dc98f8d18109714	sha256	159732	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.96700273119512	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
430	GCST90202485	GCST90202485	1-palmitoleoylglycerol (16:1) levels	1-palmitoleoylglycerol (16:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800398	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202485_GCST90202485.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202485/harmonised/GCST90202485.h.tsv.gz		GCST90202485_GCST90202485.filtered.tsv.gz	dd29d3f844c5372fcfb1d2e843af2bfaa28d72014db51c9e402f366ac483d4c4	sha256	224352	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.993603107303172	estimated_from_source_maf	sd	total	analysis_level	83	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
431	GCST90202486	GCST90202486	1-stearoyl-2-linoleoyl-GPI (18:0/18:2) levels	1-stearoyl-2-linoleoyl-GPI (18:0/18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800413	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202486_GCST90202486.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202486/harmonised/GCST90202486.h.tsv.gz		GCST90202486_GCST90202486.filtered.tsv.gz	a29b6fc99d1f22cf390736d6741ca684eefa59c85cbdf288ba5ab0cc30a21f32	sha256	161403	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.956393805527388	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
432	GCST90202487	GCST90202487	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4) levels	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4) measurement	http://www.ebi.ac.uk/efo/EFO_0800415	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202487_GCST90202487.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202487/harmonised/GCST90202487.h.tsv.gz		GCST90202487_GCST90202487.filtered.tsv.gz	aa5d6ece24f6cfb9ac396016c6aca9eb44c3cdf2ec341713c956dd51caf6273c	sha256	159638	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.930671040250042	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
433	GCST90202488	GCST90202488	Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1) levels	Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1) measurement	http://www.ebi.ac.uk/efo/EFO_0022116	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202488_GCST90202488.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202488/harmonised/GCST90202488.h.tsv.gz		GCST90202488_GCST90202488.filtered.tsv.gz	7a2dc54b826bc2b2d9ac7cc9ad0fe8641a46e66e831ef4693cb9f353c415cb1d	sha256	159193	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.89589628198563	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
434	GCST90202489	GCST90202489	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4) levels	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4) measurement	http://www.ebi.ac.uk/efo/EFO_0800403	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202489_GCST90202489.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202489/harmonised/GCST90202489.h.tsv.gz		GCST90202489_GCST90202489.filtered.tsv.gz	2832b2501f7cb3cdd0de8adc4676848cf1ed4073ad82367ac1960f48806eac03	sha256	159747	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.943945738335256	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
435	GCST90202490	GCST90202490	Sphingomyelin (d18:2/24:1, d18:1/24:2) levels	Sphingomyelin (d18:2/24:1, d18:1/24:2) measurement	http://www.ebi.ac.uk/efo/EFO_0022117	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202490_GCST90202490.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202490/harmonised/GCST90202490.h.tsv.gz		GCST90202490_GCST90202490.filtered.tsv.gz	09cbd2612ba0a724b881296f3f9691e22971d27f161f52279afb60529301304f	sha256	159641	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.914567898456532	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
436	GCST90202491	GCST90202491	1-stearoyl-2-linoleoyl-gpc (18:0/18:2) levels	1-stearoyl-2-linoleoyl-GPC (18:0/18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800404	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202491_GCST90202491.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202491/harmonised/GCST90202491.h.tsv.gz		GCST90202491_GCST90202491.filtered.tsv.gz	4414e0d86454e20027d6e76cfce43c1e54ada79ec9354136df7cb4cccf4b3642	sha256	340201	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.964117236884039	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
437	GCST90202492	GCST90202492	1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1) levels	obsolete_1-palmitoyl-2-palmitoleoyl-GPC(16:0/16:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800406	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202492_GCST90202492.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202492/harmonised/GCST90202492.h.tsv.gz		GCST90202492_GCST90202492.filtered.tsv.gz	db09746cf7a28e1dc8603e1f14a359c9ad684fdf8c647f0ce527242acbf32b55	sha256	159604	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.902482173125244	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
438	GCST90202493	GCST90202493	Sphingomyelin (d18:0/18:0, d19:0/17:0) levels	sphingomyelin measurement	http://www.ebi.ac.uk/efo/EFO_0010118	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202493_GCST90202493.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202493/harmonised/GCST90202493.h.tsv.gz		GCST90202493_GCST90202493.filtered.tsv.gz	adb963ad28dfab35f861bf697298bb2b4cec97e55f655bd6c4b65d39f35c9d6b	sha256	159910	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.951915447940857	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
439	GCST90202494	GCST90202494	Behenoyl dihydrosphingomyelin (d18:0/22:0) levels	behenoyl dihydrosphingomyelin (d18:0/22:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800427	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202494_GCST90202494.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202494/harmonised/GCST90202494.h.tsv.gz		GCST90202494_GCST90202494.filtered.tsv.gz	dee3dc6fd0019a33bf13aa7292433f3f82fc96d4c023c76cc00299922b83b60b	sha256	159367	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.990449158402265	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
440	GCST90202495	GCST90202495	Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0) levels	Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0) measurement	http://www.ebi.ac.uk/efo/EFO_0022111	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202495_GCST90202495.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202495/harmonised/GCST90202495.h.tsv.gz		GCST90202495_GCST90202495.filtered.tsv.gz	8c2682177e8b49478ee1eedae5801b051bfc680697cdf9f7499531c70d68a87d	sha256	159311	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.95756459325202	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
441	GCST90202496	GCST90202496	1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6) levels	1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6) measurement	http://www.ebi.ac.uk/efo/EFO_0800407	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202496_GCST90202496.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202496/harmonised/GCST90202496.h.tsv.gz		GCST90202496_GCST90202496.filtered.tsv.gz	ec026c01c313e55617736b01a67b3ebd90a4fa860efcfdf0b3b381a60078fc3a	sha256	231311	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.927925881775025	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
442	GCST90202497	GCST90202497	Lactosyl-N-palmitoyl-sphingosine (d18:1/16:0) levels	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800429	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202497_GCST90202497.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202497/harmonised/GCST90202497.h.tsv.gz		GCST90202497_GCST90202497.filtered.tsv.gz	9da52fd659d75e03d2fed08e7f43c3a1fe2c91df0f5484645e01e4831ee4e161	sha256	159339	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.985673708441698	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
443	GCST90202498	GCST90202498	1-(1-enyl-palmitoyl)-2-arachidonoyl-gpc (p-16:0/20:4) levels	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4) measurement	http://www.ebi.ac.uk/efo/EFO_0800423	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202498_GCST90202498.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202498/harmonised/GCST90202498.h.tsv.gz		GCST90202498_GCST90202498.filtered.tsv.gz	df1fb7329cf6c326bb3f439ef09370c3a27c59dd7feff2923d42d9a10ffd6a3a	sha256	159891	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.95107299797014	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
444	GCST90202499	GCST90202499	1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4) levels	1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4) measurement	http://www.ebi.ac.uk/efo/EFO_0800412	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202499_GCST90202499.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202499/harmonised/GCST90202499.h.tsv.gz		GCST90202499_GCST90202499.filtered.tsv.gz	7551eddd1acaef4d659940adbcee8524c2e2ecbefb600aa5aee6f1f52e9d3edc	sha256	161563	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.97975585112547	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
445	GCST90202500	GCST90202500	Gamma-tocopherol/beta-tocopherol levels	beta-tocopherol measurement	http://www.ebi.ac.uk/efo/EFO_0800168	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202500_GCST90202500.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202500/harmonised/GCST90202500.h.tsv.gz		GCST90202500_GCST90202500.filtered.tsv.gz	d8528fac2e4fc973deb1c45d8681958669db2795f787e3d9cdf22ff22aaf71e4	sha256	159463	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.979472305718424	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
446	GCST90202501	GCST90202501	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4) levels	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4) measurement	http://www.ebi.ac.uk/efo/EFO_0800417	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202501_GCST90202501.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202501/harmonised/GCST90202501.h.tsv.gz		GCST90202501_GCST90202501.filtered.tsv.gz	776efa24a8517a12921e743baa397f10b4bdd08fe7dadd38d1f25b25ef2765e1	sha256	159360	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.948410275086808	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
447	GCST90202502	GCST90202502	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1) levels	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800419	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202502_GCST90202502.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202502/harmonised/GCST90202502.h.tsv.gz		GCST90202502_GCST90202502.filtered.tsv.gz	318460790ed71ae7749fdc5d90a25114048e2bff375b80f40dd3ba79e7ed0a24	sha256	272276	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.986046110972043	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
448	GCST90202503	GCST90202503	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6) levels	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6) measurement	http://www.ebi.ac.uk/efo/EFO_0800411	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202503_GCST90202503.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202503/harmonised/GCST90202503.h.tsv.gz		GCST90202503_GCST90202503.filtered.tsv.gz	a02611fa648675f744667e2cd10052991fc2d6d90ae09797f123b9cfde1be6d3	sha256	220156	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.939256432973489	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
449	GCST90202504	GCST90202504	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2) levels	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800422	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202504_GCST90202504.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202504/harmonised/GCST90202504.h.tsv.gz		GCST90202504_GCST90202504.filtered.tsv.gz	3cf08a11fb9c8ae487660bdeb8937f13589942a5ac186c62cedc2b10b5f14e9e	sha256	160094	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	1.00327240151088	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
450	GCST90202505	GCST90202505	1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1) levels	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800420	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202505_GCST90202505.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202505/harmonised/GCST90202505.h.tsv.gz		GCST90202505_GCST90202505.filtered.tsv.gz	ed36e5202e54b307298deb7cbd814a66b32104a254870e0e90bc064e84cdca7f	sha256	159150	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.966105020989898	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
451	GCST90202506	GCST90202506	1-stearoyl-2-oleoyl-GPI (18:0/18:1) levels	1-stearoyl-2-oleoyl-GPI (18:0/18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800469	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202506_GCST90202506.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202506/harmonised/GCST90202506.h.tsv.gz		GCST90202506_GCST90202506.filtered.tsv.gz	d4c29bd41c7fa629a7365b94263478742e7232cf305903b9cadb4d817b08de80	sha256	161477	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.982663911300942	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
