analysis_index	analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
452	GCST90202507	GCST90202507	1-palmitoyl-2-oleoyl-GPI (16:0/18:1) levels	1-palmitoyl-2-oleoyl-GPI (16:0/18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800439	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202507_GCST90202507.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202507/harmonised/GCST90202507.h.tsv.gz		GCST90202507_GCST90202507.filtered.tsv.gz	bec2c1850341fe5c88a0f05dd3605a47021d930098f9d8f466969090f30b0cc6	sha256	269793	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.944708056061954	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
453	GCST90202508	GCST90202508	2-methylserine levels	2-methylserine measurement	http://www.ebi.ac.uk/efo/EFO_0800087	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202508_GCST90202508.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202508/harmonised/GCST90202508.h.tsv.gz		GCST90202508_GCST90202508.filtered.tsv.gz	ac66af5aabc73d1820e3721a39f52ee452ad6cbe5c5d1c1b2840654a7c1e28c8	sha256	161518	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.972547525657457	estimated_from_source_maf	sd	total	analysis_level	100	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
454	GCST90202509	GCST90202509	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (p-16:0/18:2) levels	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800440	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202509_GCST90202509.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202509/harmonised/GCST90202509.h.tsv.gz		GCST90202509_GCST90202509.filtered.tsv.gz	bd2b1b8cfbedb5994311237c31d025e262d4385d548394da0d9dfae8e048d038	sha256	205979	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.986598576797548	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
455	GCST90202510	GCST90202510	5-hydroxyindole sulfate levels	5-hydroxyindole sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800085	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202510_GCST90202510.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202510/harmonised/GCST90202510.h.tsv.gz		GCST90202510_GCST90202510.filtered.tsv.gz	36e061609df5e7799a8ac0b66e362aaca55a8559c4d6d71af0b739ad02c0acad	sha256	157112	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.914132639889119	estimated_from_source_maf	sd	total	analysis_level	76	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
456	GCST90202511	GCST90202511	Myristoyl dihydrosphingomyelin (d18:0/14:0) levels	myristoyl dihydrosphingomyelin (d18:0/14:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800433	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202511_GCST90202511.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202511/harmonised/GCST90202511.h.tsv.gz		GCST90202511_GCST90202511.filtered.tsv.gz	dfb785e50194d8c9e16fbba01c4d9c3341d3556838212596f6c0c2e058b3a4b3	sha256	159310	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.856304521950154	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
457	GCST90202512	GCST90202512	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4) levels	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4) measurement	http://www.ebi.ac.uk/efo/EFO_0800453	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202512_GCST90202512.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202512/harmonised/GCST90202512.h.tsv.gz		GCST90202512_GCST90202512.filtered.tsv.gz	c1d2a4c6ef11990a9e71de61387fff944053cf9e8f2b614cbdb4028e60b4abf8	sha256	159244	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.911482295171448	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
458	GCST90202513	GCST90202513	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6) levels	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6) measurement	http://www.ebi.ac.uk/efo/EFO_0800450	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202513_GCST90202513.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202513/harmonised/GCST90202513.h.tsv.gz		GCST90202513_GCST90202513.filtered.tsv.gz	ec1f9c36c065fc3fb2c407d34e1a2f6b627480f1310a2467872d5dd266a78995	sha256	157021	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.992487904958301	estimated_from_source_maf	sd	total	analysis_level	97	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
459	GCST90202514	GCST90202514	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0) levels	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800466	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202514_GCST90202514.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202514/harmonised/GCST90202514.h.tsv.gz		GCST90202514_GCST90202514.filtered.tsv.gz	a663e020e7ae7aeeb98818bd73a47e2a2e9539d9253048cf2226dc387d7cbd56	sha256	159378	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.978498589333961	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
460	GCST90202515	GCST90202515	1,2-dilinoleoyl-GPE (18:2/18:2) levels	metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0004725	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202515_GCST90202515.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202515/harmonised/GCST90202515.h.tsv.gz		GCST90202515_GCST90202515.filtered.tsv.gz	92b3c3aab0e3e96eeb115052a33e877c43c0d164e0f9e9cf9cc66ce224cf838a	sha256	160708	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.918882332092993	estimated_from_source_maf	sd	total	analysis_level	92	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
461	GCST90202516	GCST90202516	1-oleoyl-2-arachidonoyl-GPE (18:1/20:4) levels	1-oleoyl-2-arachidonoyl-GPE (18:1/20:4) measurement	http://www.ebi.ac.uk/efo/EFO_0800470	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202516_GCST90202516.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202516/harmonised/GCST90202516.h.tsv.gz		GCST90202516_GCST90202516.filtered.tsv.gz	9d32ef7036a6b0a8d970ed4a57a89167146acb332eeb1c2c834e423116fc316f	sha256	160720	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.977105581079164	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
462	GCST90202517	GCST90202517	1-oleoyl-2-linoleoyl-GPE (18:1/18:2) levels	1-oleoyl-2-linoleoyl-GPE (18:1/18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800443	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202517_GCST90202517.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202517/harmonised/GCST90202517.h.tsv.gz		GCST90202517_GCST90202517.filtered.tsv.gz	ee453ce060701e59a5fca5c1db94225d93089ca97f133dcb6d17683ed4b4dd6d	sha256	160673	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.970173495593796	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
463	GCST90202518	GCST90202518	Thioproline levels	thioproline measurement	http://www.ebi.ac.uk/efo/EFO_0801012	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202518_GCST90202518.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202518/harmonised/GCST90202518.h.tsv.gz		GCST90202518_GCST90202518.filtered.tsv.gz	934e0e8eb4261e0eaab11ae75e11ac3201d52f333ad57a2c6d813826600d0f54	sha256	160324	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.961095756187701	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
464	GCST90202519	GCST90202519	Glycocholate glucuronide (1) levels	glycocholic acid measurement	http://www.ebi.ac.uk/efo/EFO_0010492	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202519_GCST90202519.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202519/harmonised/GCST90202519.h.tsv.gz		GCST90202519_GCST90202519.filtered.tsv.gz	dc1723214b59f06d9d6ea22e66d64624b8edcaa065adccff60dc921ba368aa66	sha256	355858	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.951411728744482	estimated_from_source_maf	sd	total	analysis_level	54	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
465	GCST90202520	GCST90202520	1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6) levels	1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6) measurement	http://www.ebi.ac.uk/efo/EFO_0800449	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202520_GCST90202520.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202520/harmonised/GCST90202520.h.tsv.gz		GCST90202520_GCST90202520.filtered.tsv.gz	46efe3847d46fdab52fa24210d1a68451fe3e7e58f3a2f8dd010953dbade3ec1	sha256	217258	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.987327247148694	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
466	GCST90202521	GCST90202521	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1) levels	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800464	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202521_GCST90202521.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202521/harmonised/GCST90202521.h.tsv.gz		GCST90202521_GCST90202521.filtered.tsv.gz	95a6d65e12e476fccd655bf430cf45b523afe90355770987560266f792afc680	sha256	160325	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.96919331284609	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
467	GCST90202522	GCST90202522	Palmitoylcholine levels	palmitoylcholine measurement	http://www.ebi.ac.uk/efo/EFO_0800473	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202522_GCST90202522.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202522/harmonised/GCST90202522.h.tsv.gz		GCST90202522_GCST90202522.filtered.tsv.gz	69327af6f012cfa626fd35c611c15acb5c63791c0a73260f8e56ae1466d4dd4d	sha256	159316	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.993702965067074	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
468	GCST90202523	GCST90202523	Phenylacetylglutamate levels	phenylacetylglutamate measurement	http://www.ebi.ac.uk/efo/EFO_0800687	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202523_GCST90202523.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202523/harmonised/GCST90202523.h.tsv.gz		GCST90202523_GCST90202523.filtered.tsv.gz	f2b89528af928739257ff5d7ea5e261f37ebec3dcdb6504f2ba46fd57274c797	sha256	213023	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.91708964199354	estimated_from_source_maf	sd	total	analysis_level	58	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
469	GCST90202524	GCST90202524	1-linoleoyl-GPG (18:2) levels	1-linoleoyl-GPG (18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800472	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202524_GCST90202524.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202524/harmonised/GCST90202524.h.tsv.gz		GCST90202524_GCST90202524.filtered.tsv.gz	fe344801aa2f614e476237369079ca4da443bdd8e3277da9112b76d253f738fa	sha256	159377	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.975386424599801	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
470	GCST90202525	GCST90202525	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (p-18:0/18:2) levels	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)* measurement	http://www.ebi.ac.uk/efo/EFO_0020014	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202525_GCST90202525.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202525/harmonised/GCST90202525.h.tsv.gz		GCST90202525_GCST90202525.filtered.tsv.gz	f7b298c9f397fee35646096c8bfa989a851fcd86329c78f1833b49ddaa022722	sha256	160079	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.957614445165603	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
471	GCST90202526	GCST90202526	Furaneol sulfate levels	metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0004725	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202526_GCST90202526.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202526/harmonised/GCST90202526.h.tsv.gz		GCST90202526_GCST90202526.filtered.tsv.gz	b0c45d610647060eb45dcd3dbcedaf8bb3b9b7b1915da8b3bc655dda21d55027	sha256	155569	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.958380211359759	estimated_from_source_maf	sd	total	analysis_level	89	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
472	GCST90202527	GCST90202527	Pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC) levels	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800494	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202527_GCST90202527.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202527/harmonised/GCST90202527.h.tsv.gz		GCST90202527_GCST90202527.filtered.tsv.gz	9a8e8ef20bce6d235d2bef9dccf52090d6a2ca821ca91300ce678e6a6ffd6df1	sha256	159157	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.976374145450897	estimated_from_source_maf	sd	total	analysis_level	95	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
473	GCST90202528	GCST90202528	Ascorbic acid 2-sulfate levels	ascorbic acid 2-sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800169	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202528_GCST90202528.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202528/harmonised/GCST90202528.h.tsv.gz		GCST90202528_GCST90202528.filtered.tsv.gz	8a5150c047e8662d45bdbfa420865e74596771d04c4f5cb5d94ce62db9837f38	sha256	155777	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.93308760214026	estimated_from_source_maf	sd	total	analysis_level	99	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
474	GCST90202529	GCST90202529	Glycosyl-N-palmitoyl-sphingosine (d18:1/16:0) levels	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800476	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202529_GCST90202529.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202529/harmonised/GCST90202529.h.tsv.gz		GCST90202529_GCST90202529.filtered.tsv.gz	52d11258e925015c627bf8f5dc9644e1e2efe86504be79f6e9e6813042b74c60	sha256	159241	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.960913253390275	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
475	GCST90202530	GCST90202530	Glycochenodeoxycholate glucuronide (1) levels	glycochenodeoxycholate glucuronide (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800474	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202530_GCST90202530.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202530/harmonised/GCST90202530.h.tsv.gz		GCST90202530_GCST90202530.filtered.tsv.gz	d9b81619e4d022e5a42af1e6e3f74771527956b5434d5a4a82a942b56673a0db	sha256	219918	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.960381836003888	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
476	GCST90202531	GCST90202531	(S)-3-hydroxybutyrylcarnitine levels	(S)-3-hydroxybutyrylcarnitine measurement	http://www.ebi.ac.uk/efo/EFO_0800475	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202531_GCST90202531.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202531/harmonised/GCST90202531.h.tsv.gz		GCST90202531_GCST90202531.filtered.tsv.gz	1f06d122490633b0b559e70c3be10a10ad3aa61e47c9071410350b55c2b2ecb2	sha256	160199	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.964432333511735	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
477	GCST90202532	GCST90202532	2'-o-methylcytidine levels	2'-O-methylcytidine measurement	http://www.ebi.ac.uk/efo/EFO_0800635	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202532_GCST90202532.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202532/harmonised/GCST90202532.h.tsv.gz		GCST90202532_GCST90202532.filtered.tsv.gz	1657a944eefe8754ab2cd0263bae74033a73ab32f5c596fcf76b7bcb3ae77a3b	sha256	161232	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.963595579932937	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
478	GCST90202533	GCST90202533	Methylsuccinoylcarnitine levels	metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0004725	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202533_GCST90202533.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202533/harmonised/GCST90202533.h.tsv.gz		GCST90202533_GCST90202533.filtered.tsv.gz	41c0f4d7fdf761567891b57c54f66c75133c9bf1cfef5ae1bb4fad52b03cdd8b	sha256	161688	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.898109551349959	estimated_from_source_maf	sd	total	analysis_level	100	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
