analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
63	GCST90203096	GCST90203096	Tartarate levels	Tartarate levels	tartarate measurement	EFO:0800941	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203096_GCST90203096.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203096/harmonised/GCST90203096.h.tsv.gz		GCST90203096_GCST90203096.filtered.tsv.gz	d7bc83dd7d7e7496c8a3dca0c7328dd17135500717a95bd7ba0f02327d6158ef	sha256	143346	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.85608397962052	estimated_from_source_maf	sd	total	analysis_level	94	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
64	GCST90203097	GCST90203097	Ribitol levels	Ribitol levels	ribitol measurement	EFO:0800143	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203097_GCST90203097.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203097/harmonised/GCST90203097.h.tsv.gz		GCST90203097_GCST90203097.filtered.tsv.gz	17fc986265a567727344ff9e5ccc62bd811d02b578b94cd617fef1e686d5ae19	sha256	203341	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.97163807771299	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
65	GCST90203098	GCST90203098	Theophylline levels	Theophylline levels	theophylline measurement	EFO:0021180	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203098_GCST90203098.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203098/harmonised/GCST90203098.h.tsv.gz		GCST90203098_GCST90203098.filtered.tsv.gz	9c3b7476d69c9dcaef59624eba66c027b0ab6a509cb72c39d617806f89a3df42	sha256	218160	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	1.00654854247917	estimated_from_source_maf	sd	total	analysis_level	100	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
66	GCST90203099	GCST90203099	N-alpha-acetylornithine levels	N-alpha-acetylornithine levels	N-alpha-acetylornithine measurement	EFO:0800006	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203099_GCST90203099.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203099/harmonised/GCST90203099.h.tsv.gz		GCST90203099_GCST90203099.filtered.tsv.gz	a4fffb022192d0a5912cef8ffda660bcadb3bcab0bd6f29acedc6d0003a88df9	sha256	147409	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.839967137259617	estimated_from_source_maf	sd	total	analysis_level	70	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
67	GCST90203100	GCST90203100	Suberate (C8-DC) levels	Suberate (C8-DC) levels	suberate (C8-DC) measurement	EFO:0800181	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203100_GCST90203100.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203100/harmonised/GCST90203100.h.tsv.gz		GCST90203100_GCST90203100.filtered.tsv.gz	b64ba2c4af15bb3d48c1f8cd99602958d41d6a2819be1351ec0d125dc83a76eb	sha256	138155	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.906792797370303	estimated_from_source_maf	sd	total	analysis_level	88	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
68	GCST90203101	GCST90203101	Phenylacetate levels	Phenylacetate levels	phenylacetate measurement	EFO:0021012	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203101_GCST90203101.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203101/harmonised/GCST90203101.h.tsv.gz		GCST90203101_GCST90203101.filtered.tsv.gz	e751936c3d1c781969ecd9a2188d5aab8e9183f5529fde8034be3226dd1aaa3e	sha256	144018	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.805755070813603	estimated_from_source_maf	sd	total	analysis_level	73	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
69	GCST90203102	GCST90203102	Maltotriose levels	Maltotriose levels	maltotriose measurement	EFO:0800142	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203102_GCST90203102.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203102/harmonised/GCST90203102.h.tsv.gz		GCST90203102_GCST90203102.filtered.tsv.gz	02015c644150e665236790994b5ffd7e2161eb0a9ac12324026738832f806dd0	sha256	189546	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.970732452788673	estimated_from_source_maf	sd	total	analysis_level	65	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
70	GCST90203103	GCST90203103	Glycerophosphorylcholine (GPC) levels	Glycerophosphorylcholine (GPC) levels	glycerophosphorylcholine measurement	EFO:0020018	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203103_GCST90203103.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203103/harmonised/GCST90203103.h.tsv.gz		GCST90203103_GCST90203103.filtered.tsv.gz	8e15c8dd4bd85963eb961569b095a42b69b0353832fd6b41befd049ab7e8e2fd	sha256	139765	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.916072885113883	estimated_from_source_maf	sd	total	analysis_level	108	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
71	GCST90203104	GCST90203104	Methionine sulfoxide levels	Methionine sulfoxide levels	Methionine sulfoxide measurement	EFO:0021650	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203104_GCST90203104.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203104/harmonised/GCST90203104.h.tsv.gz		GCST90203104_GCST90203104.filtered.tsv.gz	5eec60e666a208c0234741e5fc5dd0d7de71573a3ebd3d1613f510faee5e4df0	sha256	140390	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.882551472654433	estimated_from_source_maf	sd	total	analysis_level	107	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
72	GCST90203105	GCST90203105	4-guanidinobutanoate levels	4-guanidinobutanoate levels	4-guanidinobutanoate measurement	EFO:0800003	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203105_GCST90203105.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203105/harmonised/GCST90203105.h.tsv.gz		GCST90203105_GCST90203105.filtered.tsv.gz	d39ff6f39835b28e9bb843e41306990146742d8f6d593dfe26cb7b85ad900667	sha256	139712	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.851429514071399	estimated_from_source_maf	sd	total	analysis_level	108	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
73	GCST90203106	GCST90203106	Imidazole lactate levels	Imidazole lactate levels	imidazole lactate measurement	EFO:0800004	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203106_GCST90203106.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203106/harmonised/GCST90203106.h.tsv.gz		GCST90203106_GCST90203106.filtered.tsv.gz	3bf298ec5c0dad5f89bacccd9bdc8ef6ecf0c4dc062e7e393cfd4a9d905ad945	sha256	139414	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.855579744831195	estimated_from_source_maf	sd	total	analysis_level	108	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
74	GCST90203107	GCST90203107	3-methylhistidine levels	3-methylhistidine levels	3-methylhistidine measurement	EFO:0021004	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203107_GCST90203107.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203107/harmonised/GCST90203107.h.tsv.gz		GCST90203107_GCST90203107.filtered.tsv.gz	c362aef9825dd0f4f4eaf01cffb1d1b667a3d68cd0205342baa6858f9c94d9a6	sha256	276738	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.980948803950502	estimated_from_source_maf	sd	total	analysis_level	107	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
75	GCST90203108	GCST90203108	Kynurenine levels	Kynurenine levels	kynurenine measurement	EFO:0008529	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203108_GCST90203108.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203108/harmonised/GCST90203108.h.tsv.gz		GCST90203108_GCST90203108.filtered.tsv.gz	9806e982624a9ecada3eae050809588d3d26f1d46a2eca8576bb8b4591776bbd	sha256	139582	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.971540225337238	estimated_from_source_maf	sd	total	analysis_level	108	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
76	GCST90203109	GCST90203109	Glycerol 3-phosphate levels	Glycerol 3-phosphate levels	glycerol-3-phosphate measurement	EFO:0010488	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203109_GCST90203109.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203109/harmonised/GCST90203109.h.tsv.gz		GCST90203109_GCST90203109.filtered.tsv.gz	e4689033baba472abb1d0bed4b2d01ec84321ffcd4c756ff419bfcf866da26df	sha256	139819	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.947287356540469	estimated_from_source_maf	sd	total	analysis_level	108	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
77	GCST90203110	GCST90203110	Hippurate levels	Hippurate levels	hippurate measurement	EFO:0010992	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203110_GCST90203110.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203110/harmonised/GCST90203110.h.tsv.gz		GCST90203110_GCST90203110.filtered.tsv.gz	8ad9b53d1e187c9076bc3a3230deaa893a00a4724d1a11c5d01122c7048963ab	sha256	336703	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.993163603312294	estimated_from_source_maf	sd	total	analysis_level	108	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
78	GCST90203111	GCST90203111	3-phenylpropionate hydrocinnamate levels	3-phenylpropionate hydrocinnamate levels	3-phenylpropionate hydrocinnamate measurement	EFO:0021010	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203111_GCST90203111.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203111/harmonised/GCST90203111.h.tsv.gz		GCST90203111_GCST90203111.filtered.tsv.gz	fdb4b23423a18880a7f982a3686606bbfa173ba26fbe948e42d0880ab6af9a65	sha256	145749	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.938507441404881	estimated_from_source_maf	sd	total	analysis_level	91	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
79	GCST90203112	GCST90203112	N-acetylglutamate levels	N-acetylglutamate levels	N-acetylglutamate measurement	EFO:0800005	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-pilot-80/filtered/GCST90203112_GCST90203112.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90203001-GCST90204000/GCST90203112/harmonised/GCST90203112.h.tsv.gz		GCST90203112_GCST90203112.filtered.tsv.gz	c742de92e8c86f22210836eb1c9a7860e2f86e06dadfa0125b140b6416863651	sha256	439043	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	South Asian	SAS	af_assigned	sd	0.985845248950219	estimated_from_source_maf	sd	total	analysis_level	100	0	0	PMID36635386	multi_ancestry_metabolome_pilot		plasma	metabolomics
